reviewer,rating,written_date,branch
Lisa_Chaplin_au,4,14-Jun-17,Universal Studios Florida
Cara D,5,13-Jun-17,Universal Studios Florida
Hollis_Lee,5,13-Jun-17,Universal Studios Florida
NIcole S,4,13-Jun-17,Universal Studios Florida
Demondel,2,13-Jun-17,Universal Studios Florida
Marcia T,5,13-Jun-17,Universal Studios Florida
Donna589,1,13-Jun-17,Universal Studios Florida
jane w,5,13-Jun-17,Universal Studios Florida
Steph g,4,13-Jun-17,Universal Studios Florida
C R,2,13-Jun-17,Universal Studios Florida
Paul M,5,13-Jun-17,Universal Studios Florida
leedfl2017,4,13-Jun-17,Universal Studios Florida
Pam G,1,13-Jun-17,Universal Studios Florida
Lakeya J,3,12-Jun-17,Universal Studios Florida
Rebeca L,5,12-Jun-17,Universal Studios Florida
Tim N,4,12-Jun-17,Universal Studios Florida
Sissy C,3,12-Jun-17,Universal Studios Florida
hayley r,3,12-Jun-17,Universal Studios Florida
Marcia M,5,12-Jun-17,Universal Studios Florida
Jennifer W,5,12-Jun-17,Universal Studios Florida
SALinnear,5,12-Jun-17,Universal Studios Florida
Ummed S,4,12-Jun-17,Universal Studios Florida
Cryptic_Tourist,5,11-Jun-17,Universal Studios Florida
MKTBE,4,11-Jun-17,Universal Studios Florida
Mel M,5,11-Jun-17,Universal Studios Florida
vbens52806,4,11-Jun-17,Universal Studios Florida
ihartsouthcarolina,4,11-Jun-17,Universal Studios Florida
Leah A,5,11-Jun-17,Universal Studios Florida
lindsay_jaclyn5,5,11-Jun-17,Universal Studios Florida
Di M,5,11-Jun-17,Universal Studios Florida
CLhull,5,11-Jun-17,Universal Studios Florida
jenniferand2003,5,11-Jun-17,Universal Studios Florida
chameleoncanarias,5,11-Jun-17,Universal Studios Florida
lucasbest,5,11-Jun-17,Universal Studios Florida
Konstantin B,5,11-Jun-17,Universal Studios Florida
SpyderWitch,5,10-Jun-17,Universal Studios Florida
Clint H,4,10-Jun-17,Universal Studios Florida
James R,5,10-Jun-17,Universal Studios Florida
broon11,5,10-Jun-17,Universal Studios Florida
Maxine c,3,10-Jun-17,Universal Studios Florida
PeteHanley,4,10-Jun-17,Universal Studios Florida
kheggie05,5,10-Jun-17,Universal Studios Florida
Kml03,5,10-Jun-17,Universal Studios Florida
Diane D,3,10-Jun-17,Universal Studios Florida
Carlislejam,5,10-Jun-17,Universal Studios Florida
essex54,5,10-Jun-17,Universal Studios Florida
Twin1977,5,10-Jun-17,Universal Studios Florida
Experience546050,5,10-Jun-17,Universal Studios Florida
JolieS5,5,9-Jun-17,Universal Studios Florida
W6925EFdanielles,5,9-Jun-17,Universal Studios Florida
taball71,5,9-Jun-17,Universal Studios Florida
debra n,5,9-Jun-17,Universal Studios Florida
sk8triplejs,5,9-Jun-17,Universal Studios Florida
Caroline D,2,9-Jun-17,Universal Studios Florida
Graham G,5,9-Jun-17,Universal Studios Florida
Disney_Nomad,4,8-Jun-17,Universal Studios Florida
88maggie,5,8-Jun-17,Universal Studios Florida
Thomas Shalona M,5,8-Jun-17,Universal Studios Florida
alexandria87,5,8-Jun-17,Universal Studios Florida
Ben W,4,8-Jun-17,Universal Studios Florida
Justin B,5,8-Jun-17,Universal Studios Florida
Kate L,5,8-Jun-17,Universal Studios Florida
dscott8873,2,7-Jun-17,Universal Studios Florida
DeeFry,5,7-Jun-17,Universal Studios Florida
DFair2016,5,7-Jun-17,Universal Studios Florida
Eddie S,4,7-Jun-17,Universal Studios Florida
MacDuffys,4,7-Jun-17,Universal Studios Florida
LuckyLego,5,7-Jun-17,Universal Studios Florida
tony r,5,7-Jun-17,Universal Studios Florida
Gina A,5,7-Jun-17,Universal Studios Florida
Pat C,5,7-Jun-17,Universal Studios Florida
Fair L,5,7-Jun-17,Universal Studios Florida
WillBJust,5,7-Jun-17,Universal Studios Florida
Paula L,5,7-Jun-17,Universal Studios Florida
Billie R,5,7-Jun-17,Universal Studios Florida
Sam N,1,7-Jun-17,Universal Studios Florida
BrightonBreezey,5,7-Jun-17,Universal Studios Florida
TTFamily2014,5,7-Jun-17,Universal Studios Florida
Brady T,4,7-Jun-17,Universal Studios Florida
ThePottersYrok,5,7-Jun-17,Universal Studios Florida
Vythathin,4,7-Jun-17,Universal Studios Florida
Leegns,5,6-Jun-17,Universal Studios Florida
Chad B,4,6-Jun-17,Universal Studios Florida
Danny S,5,6-Jun-17,Universal Studios Florida
ALANHORSE1,2,6-Jun-17,Universal Studios Florida
borosmed,5,6-Jun-17,Universal Studios Florida
Brandi1970,4,6-Jun-17,Universal Studios Florida
Realtravelingthomas,5,6-Jun-17,Universal Studios Florida
Teresa C,3,6-Jun-17,Universal Studios Florida
Rmilam72,5,6-Jun-17,Universal Studios Florida
Jennifer E,5,6-Jun-17,Universal Studios Florida
keeper73,5,6-Jun-17,Universal Studios Florida
Jing G,4,6-Jun-17,Universal Studios Florida
Bill S,5,5-Jun-17,Universal Studios Florida
Ben C,5,5-Jun-17,Universal Studios Florida
Kevin T,5,5-Jun-17,Universal Studios Florida
Michelle F,4,5-Jun-17,Universal Studios Florida
pminto2015,1,5-Jun-17,Universal Studios Florida
SmokeyDJ,4,5-Jun-17,Universal Studios Florida
Jazz H,4,5-Jun-17,Universal Studios Florida
depthvader,4,5-Jun-17,Universal Studios Florida
Breezer,5,5-Jun-17,Universal Studios Florida
h0telexpert,5,5-Jun-17,Universal Studios Florida
AustinSkier88,4,5-Jun-17,Universal Studios Florida
Laura Marie,5,5-Jun-17,Universal Studios Florida
E9157NQmichaelb,5,5-Jun-17,Universal Studios Florida
elleloveslife,5,5-Jun-17,Universal Studios Florida
harkessedinburgh,5,5-Jun-17,Universal Studios Florida
NJMrs,5,4-Jun-17,Universal Studios Florida
Rob S,5,4-Jun-17,Universal Studios Florida
luigi592016,5,4-Jun-17,Universal Studios Florida
michelle f,4,4-Jun-17,Universal Studios Florida
mountainmop,4,4-Jun-17,Universal Studios Florida
Charlene Z,5,4-Jun-17,Universal Studios Florida
raskinco,5,4-Jun-17,Universal Studios Florida
Peter K,5,4-Jun-17,Universal Studios Florida
Ronja81,5,4-Jun-17,Universal Studios Florida
noigeloverlord,5,4-Jun-17,Universal Studios Florida
katinalombardo,3,4-Jun-17,Universal Studios Florida
Rhonda B,5,4-Jun-17,Universal Studios Florida
Visilea,5,3-Jun-17,Universal Studios Florida
MSKSF,4,3-Jun-17,Universal Studios Florida
haynesStakefordUK,5,3-Jun-17,Universal Studios Florida
LSGWS3,4,3-Jun-17,Universal Studios Florida
opiEngland,5,3-Jun-17,Universal Studios Florida
MohanS2,5,3-Jun-17,Universal Studios Florida
Ash0518,5,3-Jun-17,Universal Studios Florida
675karolm,4,3-Jun-17,Universal Studios Florida
robbly,5,3-Jun-17,Universal Studios Florida
tom b,4,3-Jun-17,Universal Studios Florida
BurrNJ,5,3-Jun-17,Universal Studios Florida
NYY_Fan_In_BOS_Nation,5,3-Jun-17,Universal Studios Florida
Amy C,3,2-Jun-17,Universal Studios Florida
Alanstein1973,5,2-Jun-17,Universal Studios Florida
Mario R,5,2-Jun-17,Universal Studios Florida
Susan B,3,2-Jun-17,Universal Studios Florida
GJCOX1955,5,2-Jun-17,Universal Studios Florida
GemsyLou89,5,2-Jun-17,Universal Studios Florida
Susana L,5,2-Jun-17,Universal Studios Florida
humbledaughter,4,2-Jun-17,Universal Studios Florida
kerevero,5,2-Jun-17,Universal Studios Florida
altea1978,1,2-Jun-17,Universal Studios Florida
Humphman,5,2-Jun-17,Universal Studios Florida
Natalie S,5,2-Jun-17,Universal Studios Florida
Jackie B,5,2-Jun-17,Universal Studios Florida
Uselessnut,4,1-Jun-17,Universal Studios Florida
Andrea B,4,1-Jun-17,Universal Studios Florida
r k,4,1-Jun-17,Universal Studios Florida
Narendra N,5,1-Jun-17,Universal Studios Florida
Shreyansh182,4,1-Jun-17,Universal Studios Florida
Susie S,5,1-Jun-17,Universal Studios Florida
Cindy C,5,1-Jun-17,Universal Studios Florida
Les M,5,1-Jun-17,Universal Studios Florida
NickDaviesYork,2,1-Jun-17,Universal Studios Florida
JJSW_UK,5,1-Jun-17,Universal Studios Florida
kaytee d,5,1-Jun-17,Universal Studios Florida
kdollar,3,1-Jun-17,Universal Studios Florida
German A,4,31-May-17,Universal Studios Florida
bngray,4,31-May-17,Universal Studios Florida
Robin V,4,31-May-17,Universal Studios Florida
Brett M,5,31-May-17,Universal Studios Florida
briwncc,5,31-May-17,Universal Studios Florida
Bev L,4,31-May-17,Universal Studios Florida
Girlsawaydays,5,31-May-17,Universal Studios Florida
Jerry F,5,31-May-17,Universal Studios Florida
Joni M,5,31-May-17,Universal Studios Florida
TravelBW,4,31-May-17,Universal Studios Florida
Lacey H,5,31-May-17,Universal Studios Florida
Richard C,4,31-May-17,Universal Studios Florida
KellysGirl0805,5,31-May-17,Universal Studios Florida
Don_Kovacs,3,31-May-17,Universal Studios Florida
RobKM1991,5,31-May-17,Universal Studios Florida
Owen L,4,30-May-17,Universal Studios Florida
Seetcarolina,5,30-May-17,Universal Studios Florida
Andrea B,5,30-May-17,Universal Studios Florida
6mightyminions,5,30-May-17,Universal Studios Florida
Andres V,5,30-May-17,Universal Studios Florida
frani48,1,30-May-17,Universal Studios Florida
AndyHGlastonbury,3,30-May-17,Universal Studios Florida
Gautham P,5,30-May-17,Universal Studios Florida
Mousleme,5,30-May-17,Universal Studios Florida
Jenofwaukesha,4,30-May-17,Universal Studios Florida
Ruth,5,29-May-17,Universal Studios Florida
Janinahub,5,29-May-17,Universal Studios Florida
Jacqui,4,29-May-17,Universal Studios Florida
dorothyctk,5,29-May-17,Universal Studios Florida
Annabelle S,5,29-May-17,Universal Studios Florida
Lucy A,5,29-May-17,Universal Studios Florida
melverz,5,29-May-17,Universal Studios Florida
amye899,4,29-May-17,Universal Studios Florida
Tiffany L,4,29-May-17,Universal Studios Florida
Colin W,5,29-May-17,Universal Studios Florida
Stephanie M,2,29-May-17,Universal Studios Florida
TheHufflepuffBadger,5,29-May-17,Universal Studios Florida
Tameika G,3,29-May-17,Universal Studios Florida
Ebazinam,5,29-May-17,Universal Studios Florida
CWOKen,3,29-May-17,Universal Studios Florida
enakj,5,29-May-17,Universal Studios Florida
jollydigger,5,29-May-17,Universal Studios Florida
SamAnderson1987,5,29-May-17,Universal Studios Florida
LeAnB25,5,29-May-17,Universal Studios Florida
LaMar,5,29-May-17,Universal Studios Florida
subsurfcpo,3,29-May-17,Universal Studios Florida
phladun,4,28-May-17,Universal Studios Florida
Neil R,5,28-May-17,Universal Studios Florida
Eric W,5,28-May-17,Universal Studios Florida
kirstieam,5,28-May-17,Universal Studios Florida
Matt H,4,28-May-17,Universal Studios Florida
Chicafaith,5,28-May-17,Universal Studios Florida
John G,4,28-May-17,Universal Studios Florida
RaeMD_23,5,28-May-17,Universal Studios Florida
Eduardo G,5,28-May-17,Universal Studios Florida
Erica W,5,27-May-17,Universal Studios Florida
AlaskaLadyie,5,27-May-17,Universal Studios Florida
Danny E,5,27-May-17,Universal Studios Florida
DilrukshiH,4,27-May-17,Universal Studios Florida
Janece T,5,27-May-17,Universal Studios Florida
extraflavor25,5,27-May-17,Universal Studios Florida
oklahomafire2017,5,27-May-17,Universal Studios Florida
Bobby R,5,27-May-17,Universal Studios Florida
Dave W,5,27-May-17,Universal Studios Florida
gary s,5,27-May-17,Universal Studios Florida
Francesco C,2,26-May-17,Universal Studios Florida
Mateo M,4,26-May-17,Universal Studios Florida
JSohl,5,26-May-17,Universal Studios Florida
Paulsher84,5,26-May-17,Universal Studios Florida
Man0nCH,4,26-May-17,Universal Studios Florida
fordyta,5,26-May-17,Universal Studios Florida
promedic,4,26-May-17,Universal Studios Florida
Gene A,1,26-May-17,Universal Studios Florida
Paul C,4,25-May-17,Universal Studios Florida
Donna T,4,25-May-17,Universal Studios Florida
karen_ralph,4,25-May-17,Universal Studios Florida
JenandFay,5,25-May-17,Universal Studios Florida
dh0tel,5,25-May-17,Universal Studios Florida
Neha P,5,25-May-17,Universal Studios Florida
dawnh170,5,25-May-17,Universal Studios Florida
Su51m,5,25-May-17,Universal Studios Florida
Danielle M,5,25-May-17,Universal Studios Florida
iamafairadvisor,3,24-May-17,Universal Studios Florida
mauneja,4,24-May-17,Universal Studios Florida
Linda P,5,24-May-17,Universal Studios Florida
Nicola D,5,24-May-17,Universal Studios Florida
Irma D,5,24-May-17,Universal Studios Florida
Conwayd73,3,24-May-17,Universal Studios Florida
baggpuss,2,24-May-17,Universal Studios Florida
Donna B,5,24-May-17,Universal Studios Florida
sweetnlo1,3,24-May-17,Universal Studios Florida
YorkMike1969,5,24-May-17,Universal Studios Florida
ShaggyCW,5,24-May-17,Universal Studios Florida
BerkeleyMom2017,4,24-May-17,Universal Studios Florida
peterc240283,5,24-May-17,Universal Studios Florida
mburbank2016,5,24-May-17,Universal Studios Florida
Carly S,4,24-May-17,Universal Studios Florida
Jason R,5,24-May-17,Universal Studios Florida
GÃ¡bor S,5,24-May-17,Universal Studios Florida
Shawn S,5,23-May-17,Universal Studios Florida
Mthree,3,23-May-17,Universal Studios Florida
Elizabeth Brooks,5,23-May-17,Universal Studios Florida
KickIt07012011,5,23-May-17,Universal Studios Florida
Swtjen01,4,23-May-17,Universal Studios Florida
Trishad500,5,23-May-17,Universal Studios Florida
cbvm1,5,23-May-17,Universal Studios Florida
Rosa V,4,23-May-17,Universal Studios Florida
chad y,4,23-May-17,Universal Studios Florida
juliogalvez89,5,23-May-17,Universal Studios Florida
BullyWilson,4,23-May-17,Universal Studios Florida
Lee,5,23-May-17,Universal Studios Florida
Laurence S,5,23-May-17,Universal Studios Florida
albellamy2004,5,23-May-17,Universal Studios Florida
goddess2230,4,23-May-17,Universal Studios Florida
HeyYall,4,23-May-17,Universal Studios Florida
Qpgmr,4,23-May-17,Universal Studios Florida
BeccaMex,5,22-May-17,Universal Studios Florida
JennyCristal,5,22-May-17,Universal Studios Florida
steiner98,4,22-May-17,Universal Studios Florida
James C,5,22-May-17,Universal Studios Florida
cionesta,5,22-May-17,Universal Studios Florida
allforthebetter,5,22-May-17,Universal Studios Florida
HelenPilkington,5,22-May-17,Universal Studios Florida
Christine L,5,22-May-17,Universal Studios Florida
Kristin,5,22-May-17,Universal Studios Florida
Pappyhugh,3,22-May-17,Universal Studios Florida
ajmerlo,5,22-May-17,Universal Studios Florida
diamondplatinummike,5,22-May-17,Universal Studios Florida
923mariadelaluzv,5,22-May-17,Universal Studios Florida
RagsKP94,4,22-May-17,Universal Studios Florida
SandraEll,5,22-May-17,Universal Studios Florida
Lee_Randy_2014,5,22-May-17,Universal Studios Florida
JoannaChi,4,22-May-17,Universal Studios Florida
she573,5,21-May-17,Universal Studios Florida
Big M,4,21-May-17,Universal Studios Florida
Patty093,2,21-May-17,Universal Studios Florida
SatnamYMas,4,21-May-17,Universal Studios Florida
Ken G,4,21-May-17,Universal Studios Florida
Lori M,5,21-May-17,Universal Studios Florida
Vivas295,5,21-May-17,Universal Studios Florida
CC2U,5,21-May-17,Universal Studios Florida
Adriana P,3,21-May-17,Universal Studios Florida
MrsDFernandez,5,21-May-17,Universal Studios Florida
Jamela,5,21-May-17,Universal Studios Florida
tomandjayne,5,21-May-17,Universal Studios Florida
lann718,5,21-May-17,Universal Studios Florida
Christopher P,5,20-May-17,Universal Studios Florida
Tradingcomet,3,20-May-17,Universal Studios Florida
frananderson869,5,20-May-17,Universal Studios Florida
Gage Kyle David T,5,20-May-17,Universal Studios Florida
Claire L,5,20-May-17,Universal Studios Florida
Daiseesmom,5,20-May-17,Universal Studios Florida
Tom A,3,20-May-17,Universal Studios Florida
candegurrl25,2,20-May-17,Universal Studios Florida
nioddragon,5,20-May-17,Universal Studios Florida
WirralFoxy,5,20-May-17,Universal Studios Florida
Kalpesh A,5,20-May-17,Universal Studios Florida
Allan S,5,19-May-17,Universal Studios Florida
Arthur D,4,19-May-17,Universal Studios Florida
Caitlin L,5,19-May-17,Universal Studios Florida
Pakou L,4,19-May-17,Universal Studios Florida
Patty E,4,19-May-17,Universal Studios Florida
Leanne C,5,19-May-17,Universal Studios Florida
emzeob10,5,19-May-17,Universal Studios Florida
Robert W,5,19-May-17,Universal Studios Florida
Cheryl W,5,19-May-17,Universal Studios Florida
run4trails,5,19-May-17,Universal Studios Florida
Arthur G,5,18-May-17,Universal Studios Florida
kenny m,5,18-May-17,Universal Studios Florida
Dustin L,5,18-May-17,Universal Studios Florida
Vicky Benavidez,5,18-May-17,Universal Studios Florida
MickyLumb,3,18-May-17,Universal Studios Florida
Baryg84,4,18-May-17,Universal Studios Florida
fizz-mc,5,18-May-17,Universal Studios Florida
Rose P,5,18-May-17,Universal Studios Florida
JCB3659,5,18-May-17,Universal Studios Florida
LAURENE H,5,18-May-17,Universal Studios Florida
Grammie9,2,18-May-17,Universal Studios Florida
Shurrie K,5,18-May-17,Universal Studios Florida
Cyreese,5,18-May-17,Universal Studios Florida
DoddsyMel,5,18-May-17,Universal Studios Florida
Nataki B,5,18-May-17,Universal Studios Florida
zekiep,4,18-May-17,Universal Studios Florida
Noa A,5,18-May-17,Universal Studios Florida
kathleenw218,5,18-May-17,Universal Studios Florida
ma103of1,5,17-May-17,Universal Studios Florida
StevePNotts,3,17-May-17,Universal Studios Florida
Mike O,4,17-May-17,Universal Studios Florida
Leah C,4,17-May-17,Universal Studios Florida
landocolt45,5,17-May-17,Universal Studios Florida
Orion11311,4,17-May-17,Universal Studios Florida
xfildchild,4,17-May-17,Universal Studios Florida
betht509,5,17-May-17,Universal Studios Florida
BeachLovinFam4,5,17-May-17,Universal Studios Florida
784aga,5,17-May-17,Universal Studios Florida
khardesty67,4,17-May-17,Universal Studios Florida
arran182,5,17-May-17,Universal Studios Florida
mommallama2016,5,17-May-17,Universal Studios Florida
PJHFrance,5,17-May-17,Universal Studios Florida
SoulaJ,5,17-May-17,Universal Studios Florida
Susan S,5,17-May-17,Universal Studios Florida
Anna L,4,17-May-17,Universal Studios Florida
nickis89,5,17-May-17,Universal Studios Florida
Angelfish_Queensland,5,17-May-17,Universal Studios Florida
terrierjez,5,17-May-17,Universal Studios Florida
Littlebones,5,17-May-17,Universal Studios Florida
Sahar A,5,17-May-17,Universal Studios Florida
jagcatlady,5,17-May-17,Universal Studios Florida
ADRIANA R,5,17-May-17,Universal Studios Florida
Roberta H,3,16-May-17,Universal Studios Florida
prattvegas,4,16-May-17,Universal Studios Florida
Jada Hope H,4,16-May-17,Universal Studios Florida
Soley M,5,16-May-17,Universal Studios Florida
Maria C,5,16-May-17,Universal Studios Florida
tao y,5,16-May-17,Universal Studios Florida
acefam2012,3,16-May-17,Universal Studios Florida
GermekGang,5,16-May-17,Universal Studios Florida
Andrew L,2,16-May-17,Universal Studios Florida
Lauren,5,16-May-17,Universal Studios Florida
Joan D,5,16-May-17,Universal Studios Florida
Shavonne B,5,16-May-17,Universal Studios Florida
UStraveler16,5,16-May-17,Universal Studios Florida
kameel j,5,16-May-17,Universal Studios Florida
Deborah M,5,16-May-17,Universal Studios Florida
Escape710470,5,16-May-17,Universal Studios Florida
Alun H,3,16-May-17,Universal Studios Florida
Barbara D,2,16-May-17,Universal Studios Florida
Lady1125,5,16-May-17,Universal Studios Florida
KiranKular,3,16-May-17,Universal Studios Florida
Morticia814,5,16-May-17,Universal Studios Florida
Gtufnell,5,15-May-17,Universal Studios Florida
Justin D,5,15-May-17,Universal Studios Florida
Emma R,5,15-May-17,Universal Studios Florida
MissDisneyUsa,5,15-May-17,Universal Studios Florida
JetSetter821,5,15-May-17,Universal Studios Florida
Kristin L,5,15-May-17,Universal Studios Florida
Martin M,5,15-May-17,Universal Studios Florida
Sara C,4,15-May-17,Universal Studios Florida
